Protein Group,Protein ID,Accession,Score (%),-10lgP,Coverage (%),Coverage (%) Tryp_1hr_1:50_Rep1,Coverage (%) Tryp_1hr_1:50_Rep2,Coverage (%) Tryp_18hr_1:50_Rep1,Coverage (%) AspN_1hr_1:50_Rep1,Coverage (%) AspN_1hr_1:50_Rep2,Coverage (%) AspN_18hr_1:50_Rep1,Coverage (%) AspN_18hr_1:50_Rep2,Coverage (%) GluC_1hr_1:50_Rep1,Coverage (%) GluC_1hr_1:50_Rep2,Coverage (%) GluC_18hr_1:50_Rep1,Coverage (%) GluC_18hr_1:50_Rep2,Coverage (%) Trypsin_18hr_1:50_Rep2,Area Tryp_1hr_1:50_Rep1,Area Tryp_1hr_1:50_Rep2,Area Tryp_18hr_1:50_Rep1,Area AspN_1hr_1:50_Rep1,Area AspN_1hr_1:50_Rep2,Area AspN_18hr_1:50_Rep1,Area AspN_18hr_1:50_Rep2,Area GluC_1hr_1:50_Rep1,Area GluC_1hr_1:50_Rep2,Area GluC_18hr_1:50_Rep1,Area GluC_18hr_1:50_Rep2,Area Trypsin_18hr_1:50_Rep2,#Peptides,#Unique,#Spec Tryp_1hr_1:50_Rep1,#Spec Tryp_1hr_1:50_Rep2,#Spec Tryp_18hr_1:50_Rep1,#Spec AspN_1hr_1:50_Rep1,#Spec AspN_1hr_1:50_Rep2,#Spec AspN_18hr_1:50_Rep1,#Spec AspN_18hr_1:50_Rep2,#Spec GluC_1hr_1:50_Rep1,#Spec GluC_1hr_1:50_Rep2,#Spec GluC_18hr_1:50_Rep1,#Spec GluC_18hr_1:50_Rep2,#Spec Trypsin_18hr_1:50_Rep2,PTM,Avg. Mass,Description
2071,3392,Q9NX14|NDUBB_HUMAN,99.1,168.01,56,0,7,46,7,7,7,7,10,10,16,10,15,,7.3273E6,1.8999E8,2.5422E7,2.069E7,2.5651E7,1.8931E7,4.9975E6,1.2596E7,4.7776E7,2.7035E7,2.4442E7,7,7,0,4,12,3,1,5,3,6,7,9,20,4,Carbamidomethylation; Deamidation (NQ),17317,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11  mitochondrial OS=Homo sapiens OX=9606 GN=NDUFB11 PE=1 SV=1
2837,2163,Q9BW19|KIFC1_HUMAN,99.2,167.94,22,2,12,0,0,2,3,1,2,8,0,0,6,3.5976E6,3.6527E7,,,1.3591E7,0,2.7496E6,1.5529E6,5.985E6,,,1.8854E7,11,11,3,7,0,0,2,1,3,2,7,0,0,4,Carbamidomethylation,73748,Kinesin-like protein KIFC1 OS=Homo sapiens OX=9606 GN=KIFC1 PE=1 SV=2
2584,2081,Q15276|RABE1_HUMAN,99.2,167.89,24,0,0,0,0,4,2,0,14,10,1,5,0,,,,,5.989E5,2.151E6,,3.3921E7,9.7735E6,3.7867E6,4.1337E6,,17,17,0,0,0,0,2,1,0,20,11,1,4,0,Deamidation (NQ),99290,Rab GTPase-binding effector protein 1 OS=Homo sapiens OX=9606 GN=RABEP1 PE=1 SV=2
2578,2614,Q8N9Z2|CC71L_HUMAN,99.2,167.89,43,20,27,21,0,0,0,0,0,0,0,0,14,2.6663E7,6.4112E7,7.2498E7,,,,,,,,,2.7802E7,9,9,10,13,7,0,0,0,0,0,0,0,0,10,Carbamidomethylation,26261,Coiled-coil domain-containing protein 71L OS=Homo sapiens OX=9606 GN=CCDC71L PE=1 SV=2
2646,2840,P78356|PI42B_HUMAN,99.2,167.84,23,11,2,6,5,2,5,5,0,0,0,0,9,1.417E6,,,,,,,,,,,,9,1,6,1,2,6,2,6,5,0,0,0,0,9,Carbamidomethylation; Deamidation (NQ),47378,Phosphatidylinositol 5-phosphate 4-kinase type-2 beta OS=Homo sapiens OX=9606 GN=PIP4K2B PE=1 SV=1
2697,2057,Q53H82|LACB2_HUMAN,99.2,167.65,50,10,30,6,0,10,0,3,0,0,0,0,9,1.7783E7,3.912E7,2.6626E7,,1.0136E7,,2.6731E6,,,,,1.0551E7,12,12,6,14,3,0,1,0,1,0,0,0,0,10,Carbamidomethylation,32806,Endoribonuclease LACTB2 OS=Homo sapiens OX=9606 GN=LACTB2 PE=1 SV=2
2700,2622,P51553|IDH3G_HUMAN,99.2,167.64,29,8,9,7,4,4,4,0,0,0,0,0,11,2.0703E7,2.5106E7,2.7731E7,1.9859E7,1.5306E7,2.0433E7,,,,,,2.7108E7,8,8,3,4,5,7,5,2,0,0,0,0,0,9,Carbamidomethylation; Deamidation (NQ),42794,Isocitrate dehydrogenase [NAD] subunit gamma  mitochondrial OS=Homo sapiens OX=9606 GN=IDH3G PE=1 SV=1
3135,2366,Q1ED39|KNOP1_HUMAN,99.2,167.60,27,0,8,3,4,2,0,2,0,0,9,0,4,,8.802E6,3.0949E6,4.3172E6,3.1716E6,,1.444E6,,,1.7978E7,,4.559E6,9,9,0,2,3,4,1,0,1,0,0,8,0,1,Carbamidomethylation,51589,Lysine-rich nucleolar protein 1 OS=Homo sapiens OX=9606 GN=KNOP1 PE=1 SV=1
2670,3374,Q9Y2R5|RT17_HUMAN,99.1,167.54,57,52,45,14,0,0,0,0,0,8,23,8,7,4.442E7,5.7706E7,4.0949E7,,,,,,2.5588E6,4.8754E6,8.4446E6,1.0314E7,7,7,7,8,4,0,0,0,0,0,2,3,10,2,Carbamidomethylation; Deamidation (NQ),14502,28S ribosomal protein S17  mitochondrial OS=Homo sapiens OX=9606 GN=MRPS17 PE=1 SV=1
2638,3091,Q16384|SSX1_HUMAN,99.1,167.40,57,5,37,5,12,0,0,0,10,5,5,9,21,2.1166E7,6.5486E7,3.0523E7,2.8362E6,,,,,,,2.5816E5,4.9134E7,9,7,1,18,1,5,0,0,0,1,1,2,1,7,Carbamidomethylation; Deamidation (NQ),21931,Protein SSX1 OS=Homo sapiens OX=9606 GN=SSX1 PE=1 SV=2
1701,2864,Q92930|RAB8B_HUMAN,99.1,167.31,33,21,17,18,11,5,5,5,0,0,0,0,20,7.5054E5,3.5024E6,,1.6807E6,,,,,,,,2.305E6,8,2,23,21,28,5,3,2,9,0,0,0,0,25,Carbamidomethylation; Deamidation (NQ),23584,Ras-related protein Rab-8B OS=Homo sapiens OX=9606 GN=RAB8B PE=1 SV=2
2950,2683,Q15738|NSDHL_HUMAN,99.2,167.23,33,20,9,6,5,0,5,0,0,0,0,0,5,1.5814E7,1.0781E7,2.7207E7,1.3226E7,,1.5818E6,,,,,,1.888E7,9,9,6,4,4,4,0,2,0,0,0,0,0,6,Carbamidomethylation,41900,Sterol-4-alpha-carboxylate 3-dehydrogenase  decarboxylating OS=Homo sapiens OX=9606 GN=NSDHL PE=1 SV=2
2690,2232,Q9BTE7|DCNL5_HUMAN,99.2,167.14,47,13,23,13,8,9,10,13,0,0,0,0,19,2.0581E7,1.6974E7,2.5688E7,8.491E6,1.6224E7,8.4165E6,2.9624E7,,,,,1.7384E7,10,10,3,7,3,4,3,3,6,0,0,0,0,7,Carbamidomethylation,27508,DCN1-like protein 5 OS=Homo sapiens OX=9606 GN=DCUN1D5 PE=1 SV=1
2734,3416,Q96FF9|CDCA5_HUMAN,99.1,167.14,29,6,0,6,12,12,12,0,15,9,17,9,12,4.5885E6,,8.807E6,1.2166E7,1.0505E7,8.1688E6,,7.6134E6,4.6853E6,3.3517E7,8.8528E6,2.2223E7,8,8,1,0,1,3,1,2,0,7,3,5,8,3,Carbamidomethylation; Deamidation (NQ),27601,Sororin OS=Homo sapiens OX=9606 GN=CDCA5 PE=1 SV=1
2969,2621,Q9H1B7|I2BPL_HUMAN,99.2,167.13,14,0,4,0,1,0,0,0,5,5,3,4,3,,8.2975E5,,,,,,7.3568E6,2.9268E6,2.3765E6,,,9,3,0,3,0,3,0,0,0,4,5,2,3,5,Carbamidomethylation,82659,Probable E3 ubiquitin-protein ligase IRF2BPL OS=Homo sapiens OX=9606 GN=IRF2BPL PE=1 SV=1
1971,3134,P84243|H33_HUMAN,99.1,167.11,65,37,13,17,22,12,22,12,0,0,10,10,10,7.9458E5,,,,,,,,,,,,8,1,13,10,9,8,11,18,5,0,0,1,4,7,Carbamidomethylation; Deamidation (NQ),15328,Histone H3.3 OS=Homo sapiens OX=9606 GN=H3-3A PE=1 SV=2
2701,2970,P01112|RASH_HUMAN,99.1,166.95,54,20,26,6,14,22,14,21,0,10,0,0,6,,,,,1.4791E6,,,,,,,,8,1,4,7,2,3,6,6,4,0,1,0,0,2,Carbamidomethylation; Oxidation (M),21298,GTPase HRas OS=Homo sapiens OX=9606 GN=HRAS PE=1 SV=1
2575,2256,Q6P996|PDXD1_HUMAN,99.2,166.94,18,3,0,3,6,2,0,2,3,3,3,5,8,6.8001E6,,1.3153E7,4.6068E6,5.2691E6,,1.6853E6,1.3118E7,7.0323E6,8.4749E6,6.9591E6,2.0148E7,13,13,2,0,1,7,4,0,1,1,3,4,9,8,Carbamidomethylation; Deamidation (NQ),86707,Pyridoxal-dependent decarboxylase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=PDXDC1 PE=1 SV=2
2935,2155,P80303|NUCB2_HUMAN,99.2,166.86,25,0,0,2,3,0,0,0,14,0,13,3,0,,,4.9232E6,1.6701E6,,,,1.1019E7,,1.7541E7,2.718E5,,9,8,0,0,2,2,0,0,0,11,0,9,2,0,,50223,Nucleobindin-2 OS=Homo sapiens OX=9606 GN=NUCB2 PE=1 SV=3
2962,2479,O00471|EXOC5_HUMAN,99.2,166.86,12,0,4,2,0,4,2,2,0,0,0,0,8,,7.9562E6,9.5439E6,,4.0249E6,5.5867E6,7.23E5,,,,,2.2526E7,8,8,0,2,2,0,3,2,1,0,0,0,0,15,Carbamidomethylation,81853,Exocyst complex component 5 OS=Homo sapiens OX=9606 GN=EXOC5 PE=1 SV=1
2249,2509,Q02978|M2OM_HUMAN,99.2,166.75,28,17,19,13,0,0,0,0,0,0,0,0,17,5.9336E7,4.7398E7,8.4235E7,,,,,,,,,4.8232E7,9,9,10,8,5,0,0,0,0,0,0,0,0,36,,34062,Mitochondrial 2-oxoglutarate/malate carrier protein OS=Homo sapiens OX=9606 GN=SLC25A11 PE=1 SV=3
2900,2099,P50416|CPT1A_HUMAN,99.2,166.67,16,5,6,2,0,0,0,0,0,0,0,0,7,1.6938E7,2.9995E7,4.7799E6,,,,,,,,,1.992E7,10,10,5,4,1,0,0,0,0,0,0,0,0,17,Carbamidomethylation,88368,Carnitine O-palmitoyltransferase 1  liver isoform OS=Homo sapiens OX=9606 GN=CPT1A PE=1 SV=2
2921,2868,Q9BTC0|DIDO1_HUMAN,99.1,166.66,4,0,0,0,2,0,0,0,1,2,1,2,1,,,,7.8348E6,,,,2.7285E6,3.5044E6,5.9535E6,3.7288E6,4.6654E6,7,7,0,0,0,6,0,0,0,2,4,3,9,2,Carbamidomethylation,243870,Death-inducer obliterator 1 OS=Homo sapiens OX=9606 GN=DIDO1 PE=1 SV=5
2838,2235,O95630|STABP_HUMAN,99.2,166.65,27,9,8,8,2,0,3,3,0,2,3,0,13,1.5918E7,1.266E7,1.8536E7,5.2468E6,,4.0682E6,4.7887E6,,2.2599E6,2.356E6,,2.7153E7,10,10,3,2,2,1,0,2,2,0,1,2,0,14,Carbamidomethylation,48077,STAM-binding protein OS=Homo sapiens OX=9606 GN=STAMBP PE=1 SV=1
2755,2376,P08047|SP1_HUMAN,99.2,166.65,27,0,8,0,4,4,0,0,5,1,1,11,1,,6.4061E6,,7.1979E6,1.3968E7,,,1.7121E7,5.936E6,2.0423E7,1.1515E7,2.2436E6,9,9,0,8,0,1,2,0,0,4,3,2,12,1,Carbamidomethylation; Deamidation (NQ),80693,Transcription factor Sp1 OS=Homo sapiens OX=9606 GN=SP1 PE=1 SV=3
2343,2273,P60660|MYL6_HUMAN,99.2,166.62,58,0,0,17,16,28,0,13,30,14,19,35,11,,,3.2753E7,,4.4981E6,,6.501E6,2.2253E6,1.3922E6,1.0421E7,8.5651E5,9.6089E6,10,6,0,0,4,1,5,0,2,8,7,11,13,2,Carbamidomethylation; Deamidation (NQ),16930,Myosin light polypeptide 6 OS=Homo sapiens OX=9606 GN=MYL6 PE=1 SV=2
2693,3281,O95298|NDUC2_HUMAN,99.1,166.38,55,17,17,24,12,12,12,11,0,0,0,0,19,9.8162E6,1.8885E7,7.2012E7,3.2814E7,2.471E7,1.1744E7,2.7058E6,,,,,2.896E7,8,8,6,3,7,5,4,1,3,0,0,0,0,6,,14188,NADH dehydrogenase [ubiquinone] 1 subunit C2 OS=Homo sapiens OX=9606 GN=NDUFC2 PE=1 SV=1
2799,2695,Q08623|HDHD1_HUMAN,99.2,166.27,43,25,7,7,6,11,6,5,0,0,0,0,25,1.8538E7,1.5783E7,3.9528E7,8.1469E6,1.1267E7,4.8019E6,5.9497E5,,,,,1.6734E7,9,9,8,2,1,1,4,1,1,0,0,0,0,13,Carbamidomethylation; Deamidation (NQ),25249,Pseudouridine-5'-phosphatase OS=Homo sapiens OX=9606 GN=PUDP PE=1 SV=3
2819,2640,Q99933|BAG1_HUMAN,99.2,166.04,26,3,3,0,5,0,3,6,4,10,4,8,3,1.8374E6,3.965E6,,2.4143E6,,3.2376E6,7.0059E6,1.2497E7,6.2621E6,7.0859E6,4.0822E6,4.6231E6,8,8,1,2,0,1,0,2,3,3,9,2,6,1,Carbamidomethylation,38779,BAG family molecular chaperone regulator 1 OS=Homo sapiens OX=9606 GN=BAG1 PE=1 SV=4
2963,2095,Q8TAF3|WDR48_HUMAN,99.2,166.04,25,4,11,1,2,3,3,3,0,0,0,0,5,1.0972E7,2.509E7,3.9718E6,1.3909E6,1.0135E7,4.8558E6,2.7679E6,,,,,9.3823E6,15,15,2,9,1,2,3,2,2,0,0,0,0,4,Carbamidomethylation,76211,WD repeat-containing protein 48 OS=Homo sapiens OX=9606 GN=WDR48 PE=1 SV=1
3132,2810,Q9BRT9|SLD5_HUMAN,99.2,166.03,47,15,9,18,0,0,0,0,19,11,9,0,9,2.3771E7,1.8752E7,7.7511E7,,,,,2.4018E6,2.0032E6,3.2743E6,,1.3217E7,7,7,3,1,6,0,0,0,0,2,2,3,0,3,,26047,DNA replication complex GINS protein SLD5 OS=Homo sapiens OX=9606 GN=GINS4 PE=1 SV=1
2390,2981,Q9C0F1|CEP44_HUMAN,99.1,165.88,31,0,0,0,25,14,15,8,13,12,4,7,0,,,,1.3109E7,8.9713E6,3.83E6,2.2932E6,3.6026E6,2.2175E6,3.1756E5,4.5533E5,,8,8,0,0,0,14,3,7,4,6,6,3,7,0,Carbamidomethylation; Deamidation (NQ),44140,Centrosomal protein of 44 kDa OS=Homo sapiens OX=9606 GN=CEP44 PE=1 SV=2
2902,2466,O60508|PRP17_HUMAN,99.2,165.82,20,2,4,2,7,5,0,2,2,2,5,4,4,8.2428E6,1.4971E7,1.5999E7,3.9293E6,2.6518E6,,1.0594E6,3.8918E6,0,3.2186E6,4.0531E6,1.2272E7,10,10,1,3,2,2,1,0,1,1,2,5,3,6,,65521,Pre-mRNA-processing factor 17 OS=Homo sapiens OX=9606 GN=CDC40 PE=1 SV=1
2076,3251,P46779|RL28_HUMAN,99.1,165.72,58,19,28,11,24,0,24,0,0,0,0,0,22,1.0856E8,2.6341E8,2.4192E8,1.5854E7,,2.1762E8,,,,,,2.4272E8,8,8,8,26,9,1,0,9,0,0,0,0,0,20,Carbamidomethylation; Deamidation (NQ),15747,60S ribosomal protein L28 OS=Homo sapiens OX=9606 GN=RPL28 PE=1 SV=3
2890,2193,Q04446|GLGB_HUMAN,99.2,165.64,18,8,7,3,0,2,1,2,0,0,0,0,7,1.7667E7,2.5176E7,1.1749E7,,2.213E6,5.1024E6,3.1666E6,,,,,1.6458E7,11,11,8,4,3,0,2,1,2,0,0,0,0,7,Carbamidomethylation,80474,1 4-alpha-glucan-branching enzyme OS=Homo sapiens OX=9606 GN=GBE1 PE=1 SV=3
3292,2619,Q86TB9|PATL1_HUMAN,99.2,165.59,16,2,4,2,2,0,2,0,3,0,3,3,1,1.9111E5,9.7071E5,2.4911E6,1.6539E6,,1.0692E6,,0,,1.1006E7,2.9734E6,4.2416E6,9,9,1,1,1,4,0,1,0,1,0,2,3,2,,86850,Protein PAT1 homolog 1 OS=Homo sapiens OX=9606 GN=PATL1 PE=1 SV=2
2434,2901,Q7L9L4|MOB1B_HUMAN,99.1,165.58,44,23,17,17,6,10,8,8,5,0,5,0,6,,,,7.6827E5,1.367E7,,,1.4414E6,,7.3396E6,,,8,3,8,12,11,3,2,3,1,2,0,3,0,3,Carbamidomethylation; Deamidation (NQ),25091,MOB kinase activator 1B OS=Homo sapiens OX=9606 GN=MOB1B PE=1 SV=3
1764,3919,P60002|ELOF1_HUMAN,99.0,165.57,82,22,22,22,0,0,0,0,75,41,41,70,22,2.5653E7,4.0987E7,3.1451E7,,,,,5.8651E7,2.8409E7,9.7023E7,6.3155E7,2.8576E7,7,7,4,4,3,0,0,0,0,25,10,14,40,7,Carbamidomethylation; Deamidation (NQ),9462,Transcription elongation factor 1 homolog OS=Homo sapiens OX=9606 GN=ELOF1 PE=1 SV=1
2814,2215,Q9UKN8|TF3C4_HUMAN,99.2,165.54,16,4,11,8,0,0,0,0,0,0,0,0,7,9.3211E6,3.2593E7,6.3446E7,,,,,,,,,2.2199E7,11,11,5,9,8,0,0,0,0,0,0,0,0,8,Carbamidomethylation,91982,General transcription factor 3C polypeptide 4 OS=Homo sapiens OX=9606 GN=GTF3C4 PE=1 SV=2
2128,2975,O60518|RNBP6_HUMAN,99.1,165.46,7,2,1,3,0,0,0,0,0,0,0,2,4,,,,,,,,,,,,1.3729E7,7,2,8,6,16,0,0,0,0,0,0,0,9,29,Deamidation (NQ); Oxidation (M),124713,Ran-binding protein 6 OS=Homo sapiens OX=9606 GN=RANBP6 PE=1 SV=2
3208,2574,Q9NNW5|WDR6_HUMAN,99.2,165.42,10,0,2,4,0,0,2,2,0,0,0,0,4,,8.1664E6,3.476E7,,,9.166E6,8.7928E6,,,,,1.5431E7,11,11,0,2,7,0,0,2,1,0,0,0,0,6,Carbamidomethylation,121724,WD repeat-containing protein 6 OS=Homo sapiens OX=9606 GN=WDR6 PE=1 SV=1
2384,2207,Q9HAW4|CLSPN_HUMAN,99.2,165.40,16,0,1,0,4,0,1,1,6,6,3,3,1,,1.3925E6,,0,,4.4642E6,2.7056E6,2.4905E7,1.6884E7,1.5766E7,6.1015E6,1.7282E5,15,15,0,1,0,1,0,1,1,16,14,5,10,1,Carbamidomethylation; Deamidation (NQ); Oxidation (M),151093,Claspin OS=Homo sapiens OX=9606 GN=CLSPN PE=1 SV=3
2998,2250,P23368|MAOM_HUMAN,99.2,165.40,28,0,3,8,5,2,3,9,0,0,0,0,9,,9.2766E6,1.7347E7,3.1516E6,1.8893E6,3.9475E6,6.4644E6,,,,,1.8631E7,11,11,0,3,5,3,1,3,4,0,0,0,0,5,Carbamidomethylation,65444,NAD-dependent malic enzyme  mitochondrial OS=Homo sapiens OX=9606 GN=ME2 PE=1 SV=1
3166,2630,Q5VV42|CDKAL_HUMAN,99.2,165.38,22,0,9,9,4,0,4,6,0,0,0,0,2,,1.275E7,1.7544E8,7.3347E6,,8.7386E6,1.0815E7,,,,,4.9969E6,7,7,0,6,4,3,0,1,2,0,0,0,0,3,Carbamidomethylation; Deamidation (NQ),65112,Threonylcarbamoyladenosine tRNA methylthiotransferase OS=Homo sapiens OX=9606 GN=CDKAL1 PE=1 SV=1
3245,2245,Q05397|FAK1_HUMAN,99.2,165.35,16,4,2,8,3,3,0,0,0,0,2,0,2,3.351E6,5.6674E6,1.2102E7,0,0,,,,,7.0919E6,,9.831E6,10,9,3,1,8,1,1,0,0,0,0,1,0,2,Carbamidomethylation; Deamidation (NQ),119233,Focal adhesion kinase 1 OS=Homo sapiens OX=9606 GN=PTK2 PE=1 SV=2
3103,2477,Q9UIV1|CNOT7_HUMAN,99.2,165.32,35,9,4,17,0,0,0,0,0,0,0,5,9,4.1636E6,7.8078E6,4.261E7,,,,,,,,2.9862E5,1.1523E7,7,7,5,2,6,0,0,0,0,0,0,0,3,5,Carbamidomethylation,32745,CCR4-NOT transcription complex subunit 7 OS=Homo sapiens OX=9606 GN=CNOT7 PE=1 SV=3
3014,2701,Q5T1M5|FKB15_HUMAN,99.2,165.23,11,2,0,3,3,0,1,0,2,4,0,2,0,1.2123E6,,1.0619E7,5.2223E6,,3.2415E6,,9.0786E6,6.5932E6,,6.3883E5,,9,9,2,0,2,4,0,3,0,4,6,0,2,0,Carbamidomethylation; Deamidation (NQ),133630,FK506-binding protein 15 OS=Homo sapiens OX=9606 GN=FKBP15 PE=1 SV=2
2721,2315,Q8TDH9|BL1S5_HUMAN,99.2,165.23,45,7,0,13,17,18,7,0,20,5,24,0,0,0,,1.1611E7,9.5714E6,5.9607E6,3.8698E6,,2.4847E7,3.8452E6,3.5816E7,,,10,10,1,0,3,6,2,1,0,10,1,10,0,0,,21609,Biogenesis of lysosome-related organelles complex 1 subunit 5 OS=Homo sapiens OX=9606 GN=BLOC1S5 PE=1 SV=1
2699,3113,Q15006|EMC2_HUMAN,99.1,165.09,26,21,26,13,3,0,3,0,0,0,0,0,15,4.2896E7,7.151E7,3.3012E7,4.627E6,,3.2867E6,,,,,,5.5464E7,7,7,9,10,4,3,0,2,0,0,0,0,0,7,Deamidation (NQ),34833,ER membrane protein complex subunit 2 OS=Homo sapiens OX=9606 GN=EMC2 PE=1 SV=1
2981,3276,O43674|NDUB5_HUMAN,99.1,165.05,32,19,12,4,0,0,0,0,0,0,9,0,12,5.597E7,4.3376E7,2.0075E7,,,,,,,8.9527E6,,2.2723E7,6,6,4,5,2,0,0,0,0,0,0,4,0,10,,21750,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5  mitochondrial OS=Homo sapiens OX=9606 GN=NDUFB5 PE=1 SV=1
2081,3110,Q9NRW1|RAB6B_HUMAN,99.1,164.96,32,11,32,16,0,0,5,5,0,0,0,0,18,,1.6595E6,,,,,,,,,,,8,1,18,17,16,0,0,5,1,0,0,0,0,16,Deamidation (NQ),23462,Ras-related protein Rab-6B OS=Homo sapiens OX=9606 GN=RAB6B PE=1 SV=1
3249,2510,Q5C9Z4|NOM1_HUMAN,99.2,164.94,10,4,3,6,0,0,0,0,0,0,0,0,5,2.146E6,8.5772E6,1.6614E7,,,,,,,,,8.8165E6,7,7,3,2,6,0,0,0,0,0,0,0,0,6,Carbamidomethylation; Deamidation (NQ),96257,Nucleolar MIF4G domain-containing protein 1 OS=Homo sapiens OX=9606 GN=NOM1 PE=1 SV=1
2635,2819,O95292|VAPB_HUMAN,99.2,164.87,25,5,13,0,6,0,0,0,5,5,14,14,11,,1.4353E7,,6.8148E6,,,,9.2937E6,3.5106E6,7.1645E6,9.6006E6,1.073E7,7,6,2,3,0,3,0,0,0,3,5,5,13,3,Carbamidomethylation,27228,Vesicle-associated membrane protein-associated protein B/C OS=Homo sapiens OX=9606 GN=VAPB PE=1 SV=3
2422,2371,Q00169|PIPNA_HUMAN,99.2,164.87,34,15,11,11,0,0,0,8,0,0,4,8,21,3.6751E7,1.792E7,3.5945E7,,,,1.1655E7,,,1.3368E7,5.1516E6,3.364E7,11,7,6,7,6,0,0,0,3,0,0,2,14,10,Carbamidomethylation,31806,Phosphatidylinositol transfer protein alpha isoform OS=Homo sapiens OX=9606 GN=PITPNA PE=1 SV=2
2779,2772,O43709|BUD23_HUMAN,99.2,164.83,39,10,8,20,10,5,10,8,0,0,0,0,4,9.7091E6,3.0113E7,4.295E7,1.2617E7,7.8763E6,1.8259E7,1.6875E7,,,,,1.3316E7,8,8,2,5,6,6,1,4,4,0,0,0,0,4,,31880,Probable 18S rRNA (guanine-N(7))-methyltransferase OS=Homo sapiens OX=9606 GN=BUD23 PE=1 SV=2
2545,2070,O75688|PPM1B_HUMAN,99.2,164.80,31,16,17,9,3,3,3,3,3,2,0,2,5,2.4069E7,2.015E7,3.9502E7,3.1079E6,3.2559E6,4.047E6,3.5663E6,8.1443E5,1.0978E6,,2.5271E5,2.8471E6,12,10,9,12,9,1,2,2,1,1,1,0,1,2,Carbamidomethylation,52643,Protein phosphatase 1B OS=Homo sapiens OX=9606 GN=PPM1B PE=1 SV=1
2982,2962,Q14653|IRF3_HUMAN,99.1,164.78,26,14,7,0,3,2,0,10,0,0,5,0,4,9.5437E6,0,,1.0498E7,5.7656E6,,1.3044E7,,,6.5963E6,,2.3212E7,8,8,4,2,0,5,1,0,7,0,0,3,0,3,Deamidation (NQ),47219,Interferon regulatory factor 3 OS=Homo sapiens OX=9606 GN=IRF3 PE=1 SV=1
2730,3089,P82664|RT10_HUMAN,99.1,164.73,47,6,19,15,0,5,5,5,18,7,8,11,11,1.1348E7,3.3244E7,7.2912E7,,6.0781E6,8.4362E6,8.8826E6,1.3546E7,1.2305E6,9.2186E6,2.5359E6,1.5199E7,10,10,3,5,4,0,1,1,1,5,2,2,3,7,,22999,28S ribosomal protein S10  mitochondrial OS=Homo sapiens OX=9606 GN=MRPS10 PE=1 SV=2
2972,3018,O43805|SSNA1_HUMAN,99.1,164.67,66,0,0,11,40,0,0,0,49,24,26,0,0,,,5.2168E6,4.3072E5,,,,1.9804E7,5.2595E6,2.0857E7,,,9,9,0,0,1,1,0,0,0,11,6,6,0,0,Carbamidomethylation,13596,Sjoegren syndrome nuclear autoantigen 1 OS=Homo sapiens OX=9606 GN=SSNA1 PE=1 SV=2
2975,2137,P13674|P4HA1_HUMAN,99.2,164.62,24,6,5,10,2,1,1,1,0,0,3,0,9,8.424E6,1.3425E7,4.5858E7,4.5737E6,4.4924E6,3.2271E6,8.9159E6,,,3.159E6,,2.1459E7,11,11,2,2,7,2,1,4,2,0,0,1,0,4,Carbamidomethylation,61049,Prolyl 4-hydroxylase subunit alpha-1 OS=Homo sapiens OX=9606 GN=P4HA1 PE=1 SV=2
3028,2121,Q12933|TRAF2_HUMAN,99.2,164.19,28,0,4,4,0,3,2,5,0,3,3,4,7,,1.439E7,9.3778E6,,0,1.8899E6,1.233E7,,7.4244E5,7.5648E6,9.9698E5,8.8119E6,12,12,0,4,2,0,1,2,3,0,1,1,3,7,Carbamidomethylation; Deamidation (NQ),55859,TNF receptor-associated factor 2 OS=Homo sapiens OX=9606 GN=TRAF2 PE=1 SV=2
2933,2261,O00411|RPOM_HUMAN,99.2,164.18,11,3,2,2,0,4,0,1,0,0,0,0,3,1.0384E7,8.5802E6,7.8658E6,,3.3998E6,,3.2366E6,,,,,7.2441E6,9,9,4,6,4,0,5,0,4,0,0,0,0,3,Carbamidomethylation; Deamidation (NQ),138620,DNA-directed RNA polymerase  mitochondrial OS=Homo sapiens OX=9606 GN=POLRMT PE=1 SV=2
2242,3335,Q9H3K2|GHITM_HUMAN,99.1,164.05,20,18,14,15,0,0,0,0,0,0,0,0,15,5.8583E7,1.1481E8,2.1383E8,,,,,,,,,1.0347E8,8,8,11,15,15,0,0,0,0,0,0,0,0,20,,37205,Growth hormone-inducible transmembrane protein OS=Homo sapiens OX=9606 GN=GHITM PE=1 SV=2
3052,3627,Q96EK6|GNA1_HUMAN,99.1,164.05,46,27,26,16,4,21,21,16,0,0,0,0,0,9.4042E6,1.4389E7,3.362E7,5.5069E6,8.7207E6,7.8334E6,4.9863E6,,,,,,6,6,2,4,3,1,6,3,4,0,0,0,0,0,Carbamidomethylation; Deamidation (NQ),20749,Glucosamine 6-phosphate N-acetyltransferase OS=Homo sapiens OX=9606 GN=GNPNAT1 PE=1 SV=1
