Protein Group,Protein ID,Accession,Score (%),-10lgP,Coverage (%),Coverage (%) Tryp_1hr_Rep1,Coverage (%) Tryp_1hr_Rep2,Coverage (%) Tryp_1hr_Rep3,Coverage (%) Tryp_18hr_Rep1,Coverage (%) Tryp_18hr_Rep2,Coverage (%) Tryp_18hr_Rep3,Coverage (%) AspN_1hr_Rep1,Coverage (%) AspN_1hr_Rep2,Coverage (%) AspN_1hr_Rep3,Coverage (%) AspN_18hr_Rep1,Coverage (%) AspN_18hr_Rep2,Coverage (%) AspN_18hr_Rep3,Coverage (%) Gluc_1hr_Rep1,Coverage (%) GluC_1hr_Rep2,Coverage (%) GluC_1hr_Rep3,Coverage (%) Gluc_18hr_Rep1,Coverage (%) GluC_18hr_Rep2,Coverage (%) GluC_18hr_Rep3,Area Tryp_1hr_Rep1,Area Tryp_1hr_Rep2,Area Tryp_1hr_Rep3,Area Tryp_18hr_Rep1,Area Tryp_18hr_Rep2,Area Tryp_18hr_Rep3,Area AspN_1hr_Rep1,Area AspN_1hr_Rep2,Area AspN_1hr_Rep3,Area AspN_18hr_Rep1,Area AspN_18hr_Rep2,Area AspN_18hr_Rep3,Area Gluc_1hr_Rep1,Area GluC_1hr_Rep2,Area GluC_1hr_Rep3,Area Gluc_18hr_Rep1,Area GluC_18hr_Rep2,Area GluC_18hr_Rep3,#Peptides,#Unique,#Spec Tryp_1hr_Rep1,#Spec Tryp_1hr_Rep2,#Spec Tryp_1hr_Rep3,#Spec Tryp_18hr_Rep1,#Spec Tryp_18hr_Rep2,#Spec Tryp_18hr_Rep3,#Spec AspN_1hr_Rep1,#Spec AspN_1hr_Rep2,#Spec AspN_1hr_Rep3,#Spec AspN_18hr_Rep1,#Spec AspN_18hr_Rep2,#Spec AspN_18hr_Rep3,#Spec Gluc_1hr_Rep1,#Spec GluC_1hr_Rep2,#Spec GluC_1hr_Rep3,#Spec Gluc_18hr_Rep1,#Spec GluC_18hr_Rep2,#Spec GluC_18hr_Rep3,PTM,Avg. Mass,Description
1249,967,P08754|GNAI3_HUMAN,99.2,173.42,56,29,29,16,24,22,17,13,16,13,15,17,14,0,0,0,0,0,0,1.7145E7,1.9661E7,6.9921E6,3.4043E6,3.151E7,7.313E6,1.7423E7,2.9412E7,4.6085E6,3.2009E5,3.8163E7,3.749E6,,,,,,,20,9,24,17,9,17,17,14,10,10,6,8,9,5,0,0,0,0,0,0,Carbamidomethylation,40532,Guanine nucleotide-binding protein G(i) subunit alpha OS=Homo sapiens OX=9606 GN=GNAI3 PE=1 SV=3
1378,1473,Q9UBQ0|VPS29_HUMAN,99.2,173.40,75,37,41,37,42,29,27,16,29,11,12,24,24,10,0,10,10,10,0,1.0412E8,1.7008E8,3.7478E7,3.0217E8,1.3867E8,4.8532E7,5.5846E7,4.2428E7,7.3471E6,6.0758E7,5.6196E7,7.8475E6,2.5525E6,,1.2372E6,1.4949E7,1.4307E6,,17,17,15,14,16,19,14,10,6,3,3,6,6,4,1,0,1,1,2,0,Carbamidomethylation; Deamidation (NQ),20506,Vacuolar protein sorting-associated protein 29 OS=Homo sapiens OX=9606 GN=VPS29 PE=1 SV=1
1495,1301,Q9H4A6|GOLP3_HUMAN,99.2,173.37,65,10,32,25,13,8,27,3,5,0,0,26,3,0,0,0,0,0,0,1.7777E7,2.1772E7,1.1037E7,9.3657E6,2.6744E7,1.4389E7,8.9276E5,1.0069E7,,,1.6334E7,,,,,,,,17,15,9,30,11,7,17,15,1,1,0,0,5,2,0,0,0,0,0,0,Carbamidomethylation; Deamidation (NQ),33811,Golgi phosphoprotein 3 OS=Homo sapiens OX=9606 GN=GOLPH3 PE=1 SV=1
1551,1117,Q9NQW7|XPP1_HUMAN,99.2,173.37,52,2,8,8,20,2,8,22,11,13,7,4,4,0,0,0,0,0,0,9.3893E6,2.5821E7,7.9757E6,1.3893E8,1.1907E7,1.8532E7,3.3326E7,2.8238E7,1.0019E7,1.627E7,1.9174E7,2.4632E6,,,,,,,24,24,2,7,6,16,1,7,21,7,9,5,4,3,0,0,0,0,0,0,Carbamidomethylation; Deamidation (NQ),69918,Xaa-Pro aminopeptidase 1 OS=Homo sapiens OX=9606 GN=XPNPEP1 PE=1 SV=3
1247,1202,Q9H2U2|IPYR2_HUMAN,99.2,172.87,64,22,13,9,31,20,29,15,7,0,0,9,9,5,7,0,5,0,0,3.2224E7,3.6596E7,1.5207E7,1.4012E8,7.7556E7,2.322E7,1.021E7,0,,,1.1241E7,2.4435E6,3.702E5,1.5798E6,,5.562E6,,,20,18,19,15,13,24,36,27,3,1,0,0,2,2,1,3,0,1,0,0,Carbamidomethylation; Deamidation (NQ),37920,Inorganic pyrophosphatase 2  mitochondrial OS=Homo sapiens OX=9606 GN=PPA2 PE=1 SV=2
1580,1112,Q9H4L7|SMRCD_HUMAN,99.2,172.85,26,6,6,6,5,6,14,1,3,0,0,0,0,0,2,1,1,4,0,8.0322E7,1.8499E7,1.381E7,7.3922E7,3.2832E7,4.154E7,8.9637E6,1.2382E7,,,,,,1.0524E6,1.9472E6,1.4315E7,8.0892E6,,22,22,8,7,6,9,10,18,2,5,0,0,0,0,0,3,2,4,10,0,Carbamidomethylation; Deamidation (NQ),117402,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 OS=Homo sapiens OX=9606 GN=SMARCAD1 PE=1 SV=2
1498,934,P19387|RPB3_HUMAN,99.2,172.82,71,16,20,31,11,4,9,27,19,5,0,9,18,9,17,13,20,17,0,1.6785E7,3.5491E7,7.0941E6,5.6781E7,0,1.3946E7,3.5359E7,4.308E7,5.6682E6,,3.8894E7,1.087E7,1.6832E7,5.9891E6,1.4442E6,6.768E7,2.9068E6,,22,22,10,5,6,4,2,3,14,6,2,0,6,6,3,6,2,10,12,0,Carbamidomethylation; Deamidation (NQ),31441,DNA-directed RNA polymerase II subunit RPB3 OS=Homo sapiens OX=9606 GN=POLR2C PE=1 SV=2
1394,1346,Q6I9Y2|THOC7_HUMAN,99.2,172.65,61,19,19,11,22,11,11,19,5,15,19,13,0,32,23,7,30,15,7,1.8604E7,3.5996E7,1.7695E7,5.0221E7,1.6329E7,4.2503E6,3.332E7,2.5855E7,6.3056E6,2.1349E6,1.619E6,,7.3935E7,1.3334E7,1.8045E6,1.1821E8,4.9776E6,1.4627E6,20,20,5,7,4,18,5,5,8,2,2,3,2,0,15,7,3,19,9,4,Carbamidomethylation; Deamidation (NQ),23743,THO complex subunit 7 homolog OS=Homo sapiens OX=9606 GN=THOC7 PE=1 SV=3
1461,1210,Q9NY27|PP4R2_HUMAN,99.2,172.63,40,11,14,3,11,4,0,8,4,8,4,0,0,12,9,9,16,10,6,3.0289E7,4.8001E7,2.2467E6,4.2351E7,5.1071E6,,1.7918E7,8.2491E6,3.989E6,1.1262E7,,,4.633E7,1.0841E7,2.8158E6,3.3256E7,6.7559E6,1.4735E5,18,18,9,9,1,8,3,0,7,3,4,1,0,0,12,7,2,9,28,1,Carbamidomethylation; Deamidation (NQ),46898,Serine/threonine-protein phosphatase 4 regulatory subunit 2 OS=Homo sapiens OX=9606 GN=PPP4R2 PE=1 SV=3
1478,1054,Q9BY77|PDIP3_HUMAN,99.2,172.54,59,6,25,18,15,19,10,14,15,4,4,4,6,0,0,0,10,15,0,1.658E7,7.9801E7,2.1235E7,1.2848E8,5.0188E7,1.2859E7,4.5941E7,3.9119E7,1.1697E6,1.0773E7,1.818E7,3.2694E6,,,,9.8981E5,5.6696E5,,17,17,3,14,9,11,11,6,16,16,2,3,2,2,0,0,0,1,5,0,Carbamidomethylation; Deamidation (NQ),46089,Polymerase delta-interacting protein 3 OS=Homo sapiens OX=9606 GN=POLDIP3 PE=1 SV=2
1413,1025,P51531|SMCA2_HUMAN,99.2,172.49,14,4,5,4,7,4,9,1,0,1,1,1,1,0,0,1,2,0,0,,,,,4.8346E6,,3.5179E5,,,,1.2346E6,,,,3.7005E5,2.8935E6,,,20,3,9,15,9,22,19,23,3,0,2,2,4,1,0,0,1,3,0,0,Carbamidomethylation; Deamidation (NQ),181278,Probable global transcription activator SNF2L2 OS=Homo sapiens OX=9606 GN=SMARCA2 PE=1 SV=2
1377,1228,Q92541|RTF1_HUMAN,99.2,172.37,40,4,8,8,12,11,6,7,5,0,4,0,0,9,4,2,11,8,0,2.0606E7,2.4921E7,1.1577E7,1.8881E8,4.8521E7,2.1483E7,1.963E7,2.0845E7,,6.4537E6,,,5.83E7,1.2187E7,1.2472E6,8.114E7,8.6787E6,,26,26,5,9,6,14,15,6,9,6,0,2,0,0,12,7,2,13,15,0,Carbamidomethylation; Deamidation (NQ),80314,RNA polymerase-associated protein RTF1 homolog OS=Homo sapiens OX=9606 GN=RTF1 PE=1 SV=4
1296,999,Q13596|SNX1_HUMAN,99.2,172.37,45,25,16,26,20,21,21,5,2,11,2,2,2,0,0,0,0,7,0,8.3797E7,6.3065E7,5.4322E7,1.8084E8,9.9535E7,3.6134E7,1.6507E7,1.0228E7,6.3173E6,6.548E6,5.8697E6,1.1384E6,,,,,6.6392E5,,23,21,23,12,19,21,21,21,3,2,4,1,1,1,0,0,0,0,9,0,Carbamidomethylation; Deamidation (NQ),59070,Sorting nexin-1 OS=Homo sapiens OX=9606 GN=SNX1 PE=1 SV=3
799,2473,P62266|RS23_HUMAN,99.1,172.32,71,36,28,36,43,8,27,39,50,39,39,68,39,0,0,0,12,0,0,3.2384E8,2.6434E8,1.2305E8,1.3838E9,2.1769E8,1.1767E8,1.5491E8,4.5136E8,1.7378E8,5.9835E8,4.3998E8,8.8578E7,,,,4.6032E6,,,14,14,25,14,19,30,35,13,18,38,41,33,35,23,0,0,0,2,0,0,Carbamidomethylation; Deamidation (NQ),15808,40S ribosomal protein S23 OS=Homo sapiens OX=9606 GN=RPS23 PE=1 SV=3
1439,872,P78395|PRAME_HUMAN,99.2,172.19,48,14,12,13,23,14,33,0,0,3,0,2,3,0,0,0,0,0,0,4.1575E7,6.3573E7,1.7417E7,1.8774E8,5.7626E7,5.3086E7,,,5.3275E5,,1.4451E7,1.2462E6,,,,,,,18,17,12,8,12,20,27,26,0,0,1,0,1,1,0,0,0,0,0,0,Carbamidomethylation; Deamidation (NQ),57890,Melanoma antigen preferentially expressed in tumors OS=Homo sapiens OX=9606 GN=PRAME PE=1 SV=1
776,2753,P68871|HBB_HUMAN,99.1,172.13,44,13,7,17,18,6,13,14,7,0,18,18,18,22,22,19,19,22,12,,,,,,,,1.037E7,,6.1515E4,6.978E7,2.7665E6,,,,,,,20,2,28,18,23,27,3,24,2,1,0,1,7,8,32,14,20,27,108,3,Carbamidomethylation; Deamidation (NQ),15998,Hemoglobin subunit beta OS=Homo sapiens OX=9606 GN=HBB PE=1 SV=2
1715,1134,Q86WB0|NIPA_HUMAN,99.2,172.03,43,17,24,3,13,8,15,0,5,3,2,11,5,0,0,0,0,0,0,4.5584E7,6.4962E7,1.0047E7,1.2325E8,2.4864E7,1.9557E7,,1.3825E7,9.9609E5,7.1883E6,2.0265E7,0,,,,,,,21,21,14,9,3,12,5,8,0,4,3,1,7,2,0,0,0,0,0,0,Carbamidomethylation,55262,Nuclear-interacting partner of ALK OS=Homo sapiens OX=9606 GN=ZC3HC1 PE=1 SV=1
1480,1001,Q9NR12|PDLI7_HUMAN,99.2,171.96,59,19,24,33,19,17,14,9,3,0,3,13,9,0,0,0,0,3,0,7.8661E7,7.5692E7,6.7873E7,2.6521E8,9.1812E7,3.6724E7,4.3431E7,7.8117E6,,0,2.7566E7,9.0788E6,,,,,3.1739E6,,22,22,14,8,15,15,11,9,5,4,0,1,8,5,0,0,0,0,6,0,Carbamidomethylation,49845,PDZ and LIM domain protein 7 OS=Homo sapiens OX=9606 GN=PDLIM7 PE=1 SV=1
1320,775,Q9NVX2|NLE1_HUMAN,99.2,171.83,46,21,29,20,25,16,18,5,3,1,2,3,8,0,0,0,0,0,0,1.9883E8,1.4934E8,3.426E7,1.6525E8,6.4686E7,2.2322E7,1.1288E7,8.0479E5,,6.0838E6,1.1709E7,5.6928E6,,,,,,,19,18,20,19,10,18,32,13,9,1,1,2,1,6,0,0,0,0,0,0,Carbamidomethylation; Deamidation (NQ),53320,Notchless protein homolog 1 OS=Homo sapiens OX=9606 GN=NLE1 PE=1 SV=4
1310,1258,P61019|RAB2A_HUMAN,99.2,171.78,67,44,57,39,36,43,35,0,9,0,0,7,5,0,7,3,7,7,0,1.0218E8,1.1849E8,3.8695E7,2.8809E8,9.9781E7,3.8597E7,,2.9714E6,,,2.3199E6,3.4418E6,,2.5346E6,2.2068E6,1.4766E7,8.5507E6,,18,18,27,17,11,17,32,13,0,1,0,0,1,2,0,2,2,3,7,0,Carbamidomethylation; Deamidation (NQ),23546,Ras-related protein Rab-2A OS=Homo sapiens OX=9606 GN=RAB2A PE=1 SV=1
1597,1007,Q8N543|OGFD1_HUMAN,99.2,171.52,42,10,0,9,17,14,17,8,8,5,11,7,3,0,0,0,0,0,0,1.7679E7,,4.244E6,8.2994E7,6.116E7,1.9336E7,1.9394E7,3.7295E7,6.9151E6,3.704E7,3.0258E7,3.2656E5,,,,,,,19,19,4,0,5,12,12,12,7,6,4,10,9,1,0,0,0,0,0,0,Carbamidomethylation,63246,Prolyl 3-hydroxylase OGFOD1 OS=Homo sapiens OX=9606 GN=OGFOD1 PE=1 SV=1
1149,1352,P36543|VATE1_HUMAN,99.2,171.35,70,17,45,30,12,17,20,18,6,13,13,26,11,13,7,13,19,13,7,5.8932E7,1.4702E8,4.2817E7,1.5267E8,4.6224E7,5.0947E7,4.962E7,3.5505E7,4.5737E6,4.6084E7,5.3092E7,1.0975E7,1.8783E7,8.9977E6,1.24E7,7.9139E7,2.8373E7,5.6252E5,16,16,7,18,12,11,10,13,11,6,3,9,11,5,6,5,11,9,26,1,Deamidation (NQ),26145,V-type proton ATPase subunit E 1 OS=Homo sapiens OX=9606 GN=ATP6V1E1 PE=1 SV=1
1336,2176,Q9UK76|JUPI1_HUMAN,99.1,171.31,76,10,38,38,0,38,34,0,60,55,0,44,27,0,0,45,22,45,0,0,1.4051E8,3.7158E7,,8.9664E7,1.7525E7,,1.1906E8,2.3155E7,,8.3175E7,1.5539E6,,,1.8678E7,3.1752E7,2.8253E7,,14,14,3,7,12,0,24,7,0,8,4,0,7,1,0,0,10,4,41,0,Deamidation (NQ),16015,Jupiter microtubule associated homolog 1 OS=Homo sapiens OX=9606 GN=JPT1 PE=1 SV=3
1479,1861,Q9Y676|RT18B_HUMAN,99.2,171.10,60,6,28,8,18,29,18,14,14,5,19,19,13,0,0,0,6,4,0,4.0945E6,1.6685E7,2.0441E6,1.0574E8,6.5317E7,9.6619E6,1.713E7,2.3864E7,5.5961E6,3.9099E7,4.1805E7,1.5515E6,,,,1.5265E7,1.0231E6,,12,12,2,9,3,7,39,5,5,5,2,8,8,2,0,0,0,3,3,0,Carbamidomethylation; Deamidation (NQ),29396,28S ribosomal protein S18b  mitochondrial OS=Homo sapiens OX=9606 GN=MRPS18B PE=1 SV=1
1620,1114,Q3YEC7|RABL6_HUMAN,99.2,171.07,33,14,7,7,9,9,7,5,2,0,0,2,0,3,5,4,3,8,0,3.267E7,3.4763E6,1.0187E7,1.2439E8,4.4914E7,2.1154E7,0,6.8379E5,,,9.7524E6,,2.5684E7,1.149E7,4.1282E6,3.6921E7,1.0011E7,,21,21,9,3,5,12,10,10,3,1,0,0,1,0,4,2,4,1,13,0,Carbamidomethylation; Deamidation (NQ),79549,Rab-like protein 6 OS=Homo sapiens OX=9606 GN=RABL6 PE=1 SV=2
1099,2228,P10412|H14_HUMAN,99.1,170.99,43,17,17,13,16,16,15,0,12,0,0,3,14,5,0,32,32,18,0,,,,,,,,,,,,,,,1.8053E6,5.58E7,8.2682E5,,14,1,29,28,30,26,24,11,0,3,0,0,5,2,4,0,10,16,5,0,,21865,Histone H1.4 OS=Homo sapiens OX=9606 GN=H1-4 PE=1 SV=2
1236,1209,Q8NBT2|SPC24_HUMAN,99.2,170.98,86,24,39,63,35,21,24,6,12,6,18,39,0,32,9,13,36,28,8,2.6847E7,3.8755E7,2.3308E7,1.0539E8,2.6601E7,7.5891E6,1.2511E7,5.6111E6,3.1849E6,1.3472E7,8.8187E6,,1.078E8,6.6144E6,4.7872E6,6.2017E7,5.3929E6,1.367E6,21,21,14,7,15,14,7,8,4,1,1,7,4,0,18,3,5,23,15,4,Carbamidomethylation; Deamidation (NQ),22478,Kinetochore protein Spc24 OS=Homo sapiens OX=9606 GN=SPC24 PE=1 SV=2
1384,2035,P68402|PA1B2_HUMAN,99.2,170.91,66,25,54,21,14,5,17,17,19,19,19,19,19,0,0,8,0,8,0,6.1157E7,1.2892E8,4.8109E6,1.2027E8,1.4918E7,4.0995E7,6.34E7,1.0455E8,2.7623E7,6.9222E7,1.0972E8,1.44E7,,,7.0058E5,,6.3686E5,,13,13,5,19,5,8,4,6,11,13,13,11,13,7,0,0,1,0,4,0,Carbamidomethylation; Deamidation (NQ),25569,Platelet-activating factor acetylhydrolase IB subunit beta OS=Homo sapiens OX=9606 GN=PAFAH1B2 PE=1 SV=1
854,2083,Q4VXU2|PAP1L_HUMAN,99.2,170.57,19,9,9,9,10,8,13,5,5,3,6,4,3,0,0,3,0,3,0,,,,,,,,,,3.8947E6,,,,,0,,3.0067E6,,16,2,38,42,41,42,41,31,6,12,10,9,10,7,0,0,1,0,1,0,Carbamidomethylation; Deamidation (NQ); Oxidation (M),68392,Polyadenylate-binding protein 1-like OS=Homo sapiens OX=9606 GN=PABPC1L PE=2 SV=1
1429,1244,Q9BWU0|NADAP_HUMAN,99.2,170.51,40,6,11,7,7,4,0,13,4,0,11,3,3,10,5,2,7,8,0,2.4147E7,3.7342E7,1.2981E7,4.1706E7,2.4965E7,,2.7557E7,6.3371E6,,2.3173E7,4.1549E6,1.5179E5,4.3117E7,1.0473E7,1.7746E6,2.0679E7,8.8567E6,,29,29,5,7,5,5,6,0,9,2,0,6,1,1,19,11,1,12,19,0,Carbamidomethylation; Deamidation (NQ),88814,Kanadaptin OS=Homo sapiens OX=9606 GN=SLC4A1AP PE=1 SV=1
1352,1634,Q16385|SSX2_HUMAN,99.2,170.48,82,4,35,4,20,19,18,0,0,0,0,0,0,32,13,17,29,16,0,9.191E6,7.5835E7,5.0024E6,9.5154E7,2.6704E7,4.7175E6,,,,,,,6.4971E7,1.3658E7,6.2216E6,1.0289E8,1.3719E7,,17,15,1,10,1,4,6,6,0,0,0,0,0,0,27,8,5,28,29,0,Carbamidomethylation; Deamidation (NQ),21620,Protein SSX2 OS=Homo sapiens OX=9606 GN=SSX2 PE=1 SV=2
1059,1974,Q9UNX3|RL26L_HUMAN,99.2,170.33,73,39,39,28,34,23,17,6,6,6,22,6,6,0,0,0,12,19,0,,,,6.7243E6,4.6829E6,,,,,,,,,,,,,,18,2,38,31,23,28,19,12,8,5,6,11,8,6,0,0,0,3,10,0,Deamidation (NQ); Oxidation (M),17256,60S ribosomal protein L26-like 1 OS=Homo sapiens OX=9606 GN=RPL26L1 PE=1 SV=1
1022,1289,P19404|NDUV2_HUMAN,99.2,170.33,80,24,38,34,19,18,32,34,4,0,16,0,0,23,26,44,41,57,0,6.7499E7,1.1658E8,4.5537E7,1.4588E8,4.4151E7,3.7234E7,1.6641E7,5.8351E6,,3.5296E6,,,4.1465E7,4.5853E7,2.4779E7,2.2673E8,9.0062E7,,24,24,11,17,13,8,8,9,6,1,0,4,0,0,15,21,15,26,66,0,Carbamidomethylation; Deamidation (NQ),27392,NADH dehydrogenase [ubiquinone] flavoprotein 2  mitochondrial OS=Homo sapiens OX=9606 GN=NDUFV2 PE=1 SV=2
1039,1217,P63208|SKP1_HUMAN,99.2,170.30,91,31,36,26,31,17,45,12,45,12,33,43,0,0,15,15,23,33,0,5.7714E7,4.9505E7,9.1103E6,1.5568E8,5.8611E7,2.9845E7,1.9304E7,1.0061E8,1.0613E7,3.1186E7,1.1514E8,,,2.0962E7,2.7136E7,1.7273E8,8.9569E7,,19,19,9,10,6,7,10,14,6,17,7,7,14,0,0,10,7,14,77,0,Carbamidomethylation; Deamidation (NQ); Oxidation (M),18658,S-phase kinase-associated protein 1 OS=Homo sapiens OX=9606 GN=SKP1 PE=1 SV=2
1482,1187,Q5T8P6|RBM26_HUMAN,99.2,170.24,27,5,7,2,6,5,2,7,3,0,0,6,0,3,1,2,4,5,0,3.7431E6,2.2948E7,4.15E6,6.2979E7,2.049E7,1.8002E6,8.7555E6,6.4157E6,,,1.4692E7,,3.0283E6,1.1878E6,8.6844E5,2.1648E7,1.305E7,,25,23,9,12,4,9,7,4,8,2,0,0,12,0,7,2,1,6,17,0,Carbamidomethylation,113597,RNA-binding protein 26 OS=Homo sapiens OX=9606 GN=RBM26 PE=1 SV=3
943,1265,P27361|MK03_HUMAN,99.2,170.13,43,15,13,13,18,19,16,3,10,3,3,3,14,3,3,6,0,0,0,9.3437E6,,,,0,,,,,,,,1.2698E7,4.6451E6,4.0632E6,,,,16,5,28,29,29,47,25,31,7,6,7,6,7,16,2,3,6,0,0,0,Carbamidomethylation; Deamidation (NQ); Oxidation (M),43136,Mitogen-activated protein kinase 3 OS=Homo sapiens OX=9606 GN=MAPK3 PE=1 SV=4
1464,1180,O75381|PEX14_HUMAN,99.2,170.12,43,3,9,6,6,19,16,8,10,6,0,8,8,5,3,14,11,18,0,1.8928E7,3.7656E7,1.5398E7,7.8211E7,6.939E7,1.6234E7,1.636E7,2.6891E7,6.4706E5,,1.3612E7,1.5041E6,5.7007E6,2.0915E6,1.3028E7,3.8601E7,1.0777E7,,19,19,4,8,4,5,17,7,4,7,1,0,2,2,6,2,7,7,21,0,Carbamidomethylation; Deamidation (NQ),41237,Peroxisomal membrane protein PEX14 OS=Homo sapiens OX=9606 GN=PEX14 PE=1 SV=1
1592,1550,P57081|WDR4_HUMAN,99.2,170.06,38,8,19,11,16,14,13,8,8,2,5,8,4,0,0,0,7,7,0,2.8633E7,5.5756E7,2.0376E7,1.0658E8,3.5854E7,1.8115E7,5.72E6,1.6052E7,,4.4728E6,1.8414E7,1.9032E6,,,,5.6292E6,9.3305E5,,13,12,3,8,5,7,7,5,3,8,7,6,8,7,0,0,0,3,6,0,Carbamidomethylation; Deamidation (NQ),45490,tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit WDR4 OS=Homo sapiens OX=9606 GN=WDR4 PE=1 SV=2
1518,1437,O95684|FR1OP_HUMAN,99.2,170.05,55,6,6,2,15,9,9,24,8,13,8,0,0,11,6,23,37,35,0,8.814E6,7.8784E6,3.4176E6,7.2937E7,2.039E7,5.5476E6,2.575E7,1.5744E7,1.1386E7,1.0658E7,,,1.1331E7,5.6381E6,7.2758E6,4.822E7,1.6095E7,,20,20,1,1,1,6,10,2,5,3,3,3,0,0,6,3,6,14,30,0,Carbamidomethylation; Deamidation (NQ),43065,FGFR1 oncogene partner OS=Homo sapiens OX=9606 GN=FGFR1OP PE=1 SV=1
870,1644,O95218|ZRAB2_HUMAN,99.2,170.00,48,7,13,10,3,14,12,2,17,10,10,2,0,31,22,12,22,25,8,6.8233E7,1.5511E8,5.8047E7,4.6646E7,8.017E7,3.013E7,1.3403E7,1.119E8,1.6559E7,1.2778E8,3.5273E7,,1.9864E8,1.0257E8,1.0666E7,1.7944E8,4.0703E7,4.3779E6,20,20,5,15,11,2,14,7,2,12,6,12,1,0,43,38,10,32,66,9,Carbamidomethylation; Deamidation (NQ); Oxidation (M),37404,Zinc finger Ran-binding domain-containing protein 2 OS=Homo sapiens OX=9606 GN=ZRANB2 PE=1 SV=2
1190,1438,Q9NP79|VTA1_HUMAN,99.2,169.99,48,15,29,14,23,15,23,15,12,4,13,23,7,0,0,7,0,13,0,5.1081E7,1.4329E8,2.0701E7,1.632E8,1.0507E8,3.2781E7,5.135E7,2.1408E7,7.5779E5,1.6877E7,1.0926E8,9.445E6,,,0,,3.9072E6,,18,18,7,16,6,15,8,14,16,5,1,11,21,9,0,0,3,0,31,0,Carbamidomethylation; Deamidation (NQ),33879,Vacuolar protein sorting-associated protein VTA1 homolog OS=Homo sapiens OX=9606 GN=VTA1 PE=1 SV=1
939,1680,Q15819|UB2V2_HUMAN,99.2,169.93,90,40,43,49,41,44,50,0,43,32,0,43,52,17,10,0,6,45,0,1.3209E8,1.0824E8,4.1034E7,3.5367E8,1.7896E8,3.3534E7,,8.6305E6,3.5411E6,,4.6591E6,9.1961E6,3.2302E7,8.2E6,,2.9175E7,2.5548E7,,22,13,21,19,30,35,46,30,0,16,2,0,11,5,6,5,0,2,22,0,Carbamidomethylation; Deamidation (NQ); Oxidation (M),16363,Ubiquitin-conjugating enzyme E2 variant 2 OS=Homo sapiens OX=9606 GN=UBE2V2 PE=1 SV=4
1609,1155,O75081|MTG16_HUMAN,99.2,169.83,48,5,5,4,9,2,4,22,15,0,6,3,0,7,0,0,11,11,0,9.605E6,3.3645E6,1.0574E7,3.9224E7,6.7796E6,6.2458E6,4.5278E7,1.7615E7,,1.2272E7,9.0118E6,,9.3874E6,,,2.6831E7,1.1626E7,,26,23,4,2,4,10,1,2,21,7,0,5,2,0,5,0,0,7,10,0,Carbamidomethylation; Deamidation (NQ),71192,Protein CBFA2T3 OS=Homo sapiens OX=9606 GN=CBFA2T3 PE=1 SV=2
1431,1329,Q8NFH4|NUP37_HUMAN,99.2,169.73,48,15,15,15,14,4,16,10,21,17,10,18,7,17,17,0,10,18,0,4.3593E7,4.1189E7,2.1258E7,7.7608E7,1.7141E7,1.7841E7,1.2181E7,4.7796E7,9.2015E6,3.0287E7,6.0079E7,4.4184E6,8.9833E6,1.0726E7,,1.4525E7,4.7207E6,,20,20,7,6,7,4,3,7,4,12,8,9,13,4,6,10,0,3,6,0,Carbamidomethylation; Deamidation (NQ),36708,Nucleoporin Nup37 OS=Homo sapiens OX=9606 GN=NUP37 PE=1 SV=1
1489,1105,P53602|MVD1_HUMAN,99.2,169.65,63,27,42,14,8,13,20,7,12,7,7,16,2,0,0,0,0,0,0,6.555E7,9.9607E7,1.4173E7,8.1215E7,4.9697E7,5.446E7,1.3795E7,5.9463E7,5.1573E6,2.0152E7,6.3038E7,1.2384E6,,,,,,,22,22,15,18,7,7,11,7,10,11,2,2,8,1,0,0,0,0,0,0,Carbamidomethylation; Deamidation (NQ),43405,Diphosphomevalonate decarboxylase OS=Homo sapiens OX=9606 GN=MVD PE=1 SV=1
1557,1067,Q9NW13|RBM28_HUMAN,99.2,169.60,34,6,6,9,4,9,15,9,4,0,9,4,3,2,2,2,2,2,0,2.1054E7,2.4397E7,1.6124E7,2.8832E7,5.4988E7,1.7943E7,9.2539E6,4.715E5,,1.2454E7,1.9216E6,2.256E6,3.2338E6,2.0789E6,9.8363E5,1.0536E7,2.6261E6,,21,21,5,5,8,5,16,15,5,3,0,12,5,1,1,1,1,3,1,0,Carbamidomethylation; Deamidation (NQ),85738,RNA-binding protein 28 OS=Homo sapiens OX=9606 GN=RBM28 PE=1 SV=3
1666,1008,Q8WXI9|P66B_HUMAN,99.2,169.58,44,5,21,12,6,13,7,6,6,3,0,2,0,0,5,2,8,8,0,1.001E7,9.8321E7,1.3827E7,2.5719E7,4.6015E7,7.1085E6,1.4936E7,6.2882E6,4.2891E6,,9.6729E6,,,1.4273E6,4.9634E5,1.8877E7,6.5111E6,,25,24,4,14,11,4,10,6,5,2,2,0,2,0,0,2,1,4,6,0,Carbamidomethylation; Deamidation (NQ),65261,Transcriptional repressor p66-beta OS=Homo sapiens OX=9606 GN=GATAD2B PE=1 SV=1
